judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content
Hipertensi Kandas Berkat Herbal,Edi Junaedi,582.12,Penyiangan 2025-2,sains,umum,sains umum,hipertensi kandas berkat herbal edi junaedi sains umum
Bebas Diabetes Tipe-2 Tanpa Obat,Lanny Lingga,616.46,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas diabetes tipe tanpa obat lanny lingga teknologi umum
50 Ide Keterampilan Anak,Dicky Dharmawan,745.5,Penyiangan 2025-2,umum,umum,umum umum, ide keterampilan anak dicky dharmawan umum umum
Petualangan di Luar Angkasa : Buku Tulis Hapus untuk Usia 3-7 tahun,Nuri Mentari,372.623,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,petualangan di luar angkasa  buku tulis hapus untuk usia  tahun nuri mentari sosial politik umum
Daur Ulang Barang Bekas,Indarwati,745.5,Penyiangan 2025-2,umum,umum,umum umum,daur ulang barang bekas indarwati umum umum
"7 Keajaiban Rezeki : rezeki Bertambah, Nasib Berubah, dalam 99 Hari, dengan Otak Kanan",Ippho Santosa,158.1,Penyiangan 2025-2,umum,umum,umum umum, keajaiban rezeki  rezeki bertambah nasib berubah dalam  hari dengan otak kanan ippho santosa umum umum
Sukses Bertanam Bayam : dari nol sampai panen,Sadjali Yunaifi,635.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,sukses bertanam bayam  dari nol sampai panen sadjali yunaifi teknologi umum
Bertanam Tomat dalam Pot dan Polibag,Firmansyah D.Siregar,635.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,bertanam tomat dalam pot dan polibag firmansyah dsiregar teknologi umum
Budi Daya Jamur Kuping,Muchrodji,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur kuping muchrodji teknologi umum
"Menaklukkan Kanker Serviks dan Kanker Payudara dengan 3 Terapi Alami : Terapi Herbal, Terapi Jus & Terapi Diet",Suharmiati,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,menaklukkan kanker serviks dan kanker payudara dengan  terapi alami  terapi herbal terapi jus  terapi diet suharmiati teknologi umum
"Menu Sehat 30 Hari untuk Hiperkolesterol, Hipertensi, dan Penyakit Jantung",Ayu Bulan Febry Kurnia Dewi,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu sehat  hari untuk hiperkolesterol hipertensi dan penyakit jantung ayu bulan febry kurnia dewi teknologi umum
Jokowi Si Tukang Kayu,Gatotkoco Suroso,FIK,Penyiangan 2025-2,umum,umum,umum umum,jokowi si tukang kayu gatotkoco suroso umum umum
Islam Yang Kuyakini,Yadi Scetz,FIK,Penyiangan 2025-2,umum,umum,umum umum,islam yang kuyakini yadi scetz umum umum
Ketika Ibu Melupakanku,Dy Suharya,FIK,Penyiangan 2025-2,umum,umum,umum umum,ketika ibu melupakanku dy suharya umum umum
I Found You in Natuna,Agusta K.,FIK,Penyiangan 2025-2,umum,umum,umum umum,i found you in natuna agusta k umum umum
Rintik Tawa : Seribu Senyum untuk Setiap Tetes Air Mata,Rosa Amanda Salim,FIK,Penyiangan 2025-2,umum,umum,umum umum,rintik tawa  seribu senyum untuk setiap tetes air mata rosa amanda salim umum umum
Yang Krispi yang Digemari,Elisa,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,yang krispi yang digemari elisa teknologi umum
Hipertensi Kandas Berkat Herbal,Edi Junaedi,582.12,Penyiangan 2025-2,sains,umum,sains umum,hipertensi kandas berkat herbal edi junaedi sains umum
Bebas Diabetes Tipe-2 Tanpa Obat,Lanny Lingga,616.46,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas diabetes tipe tanpa obat lanny lingga teknologi umum
50 Ide Keterampilan Anak,Dicky Dharmawan,745.5,Penyiangan 2025-2,umum,umum,umum umum, ide keterampilan anak dicky dharmawan umum umum
Daur Ulang Barang Bekas,Indarwati,745.5,Penyiangan 2025-2,umum,umum,umum umum,daur ulang barang bekas indarwati umum umum
"7 Keajaiban Rezeki : rezeki Bertambah, Nasib Berubah, dalam 99 Hari, dengan Otak Kanan",Ippho Santosa,158.1,Penyiangan 2025-2,umum,umum,umum umum, keajaiban rezeki  rezeki bertambah nasib berubah dalam  hari dengan otak kanan ippho santosa umum umum
Sukses Bertanam Bayam : dari nol sampai panen,Sadjali Yunaifi,635.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,sukses bertanam bayam  dari nol sampai panen sadjali yunaifi teknologi umum
Bertanam Tomat dalam Pot dan Polibag,Firmansyah D.Siregar,635.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,bertanam tomat dalam pot dan polibag firmansyah dsiregar teknologi umum
Budi Daya Jamur Kuping,Muchrodji,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur kuping muchrodji teknologi umum
"Menaklukkan Kanker Serviks dan Kanker Payudara dengan 3 Terapi Alami : Terapi Herbal, Terapi Jus & Terapi Diet",Suharmiati,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,menaklukkan kanker serviks dan kanker payudara dengan  terapi alami  terapi herbal terapi jus  terapi diet suharmiati teknologi umum
"Menu Sehat 30 Hari untuk Hiperkolesterol, Hipertensi, dan Penyakit Jantung",Ayu Bulan Febry Kurnia Dewi,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu sehat  hari untuk hiperkolesterol hipertensi dan penyakit jantung ayu bulan febry kurnia dewi teknologi umum
12 Best Stories of Sherlocks Holmes,Sir Arthur Conan Doyle,FIK,Penyiangan 2025-2,umum,umum,umum umum, best stories of sherlocks holmes sir arthur conan doyle umum umum
Islam Yang Kuyakini,Yadi Scetz,FIK,Penyiangan 2025-2,umum,umum,umum umum,islam yang kuyakini yadi scetz umum umum
Mendung Impian,Reyhan M. Abdurrohman,FIK,Penyiangan 2025-2,umum,umum,umum umum,mendung impian reyhan m abdurrohman umum umum
Malaikat,Agung Rusmana,FIK,Penyiangan 2025-2,umum,umum,umum umum,malaikat agung rusmana umum umum
Yang Krispi yang Digemari,Elisa,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,yang krispi yang digemari elisa teknologi umum
Hipertensi Kandas Berkat Herbal,Edi Junaedi,582.12,Penyiangan 2025-2,sains,umum,sains umum,hipertensi kandas berkat herbal edi junaedi sains umum
WHY? Animals Binatang,"Lee, Kwang Woong",590,Penyiangan 2025-2,sains,umum,sains umum,why animals binatang lee kwang woong sains umum
Bebas Diabetes Tipe-2 Tanpa Obat,Lanny Lingga,616.46,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas diabetes tipe tanpa obat lanny lingga teknologi umum
Petualangan di Luar Angkasa : Buku Tulis Hapus untuk Usia 3-7 tahun,Nuri Mentari,372.623,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,petualangan di luar angkasa  buku tulis hapus untuk usia  tahun nuri mentari sosial politik umum
Daur Ulang Barang Bekas,Indarwati,745.5,Penyiangan 2025-2,umum,umum,umum umum,daur ulang barang bekas indarwati umum umum
Magnet Rezeki : Mengubah Jutaan Jadi Miliaran,Ahmad Gozali,158.1,Penyiangan 2025-2,umum,umum,umum umum,magnet rezeki  mengubah jutaan jadi miliaran ahmad gozali umum umum
Sukses Bertanam Bayam : dari nol sampai panen,Sadjali Yunaifi,635.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,sukses bertanam bayam  dari nol sampai panen sadjali yunaifi teknologi umum
Bertanam Tomat dalam Pot dan Polibag,Firmansyah D.Siregar,635.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,bertanam tomat dalam pot dan polibag firmansyah dsiregar teknologi umum
Budi Daya Jamur Kuping,Muchrodji,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur kuping muchrodji teknologi umum
"Menaklukkan Kanker Serviks dan Kanker Payudara dengan 3 Terapi Alami : Terapi Herbal, Terapi Jus & Terapi Diet",Suharmiati,616.99,Penyiangan 2025-2,teknologi,umum,teknologi umum,menaklukkan kanker serviks dan kanker payudara dengan  terapi alami  terapi herbal terapi jus  terapi diet suharmiati teknologi umum
"Menu Sehat 30 Hari untuk Hiperkolesterol, Hipertensi, dan Penyakit Jantung",Ayu Bulan Febry Kurnia Dewi,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu sehat  hari untuk hiperkolesterol hipertensi dan penyakit jantung ayu bulan febry kurnia dewi teknologi umum
Paket Menu Sehari-Hari,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,paket menu seharihari yuni pradata teknologi umum
Boneka Pom-Pom,Stephani,745.5,Penyiangan 2025-2,umum,umum,umum umum,boneka pompom stephani umum umum
Ide Kreatif Memanfaatkan Benda di Sekitar Kita,Irma Nurul Fatimah,745.5,Penyiangan 2025-2,umum,umum,umum umum,ide kreatif memanfaatkan benda di sekitar kita irma nurul fatimah umum umum
Agar Anak Kreatif Seperti Thomas Alva Edison,Winkanda S.,371.36,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,agar anak kreatif seperti thomas alva edison winkanda s sosial politik anak
Sulam 16 Kreasi Hiasan Dinding,Ika Damayanti,746.5,Penyiangan 2025-2,umum,umum,umum umum,sulam  kreasi hiasan dinding ika damayanti umum umum
Aneka Kreasi Kerudung Cantik : Gaya dasar memakai kerudung segi empat & selendang,Kurniati R.,646.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,aneka kreasi kerudung cantik  gaya dasar memakai kerudung segi empat  selendang kurniati r teknologi anak
Why? The Brain Otak,"Nam, Choon-Ja",611.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,why the brain otak nam choonja teknologi umum
Membuat Aneka Boneka Profesi,Stephani,745.5,Penyiangan 2025-2,umum,umum,umum umum,membuat aneka boneka profesi stephani umum umum
"Why? Human Being, Mengenal Manusia","Lee, Kwang-Woong",576.8,Penyiangan 2025-2,sains,umum,sains umum,why human being mengenal manusia lee kwangwoong sains umum
Meraup Untung Besar dari Budi Daya Nila,Dwi Ermawati Fatimah,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,meraup untung besar dari budi daya nila dwi ermawati fatimah teknologi umum
Beternak Puyuh,Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak puyuh slamet wuryadi teknologi umum
Budi Daya Jamur Merang : 2 Kali Panen setiap Hari,Wanda Saputra,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur merang   kali panen setiap hari wanda saputra teknologi umum
Ikut Kata Nabi : Kalo bisa sekarang ngapain nunggu nanti?,S. Yuwanto,FIK,Penyiangan 2025-2,umum,umum,umum umum,ikut kata nabi  kalo bisa sekarang ngapain nunggu nanti s yuwanto umum umum
Bebas Hipertensi Tanpa Obat,Lanny Lingga,616.13,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas hipertensi tanpa obat lanny lingga teknologi umum
Kreasi Daur Ulang Kardus Bekas,Indah Merlinda,745.5,Penyiangan 2025-2,umum,umum,umum umum,kreasi daur ulang kardus bekas indah merlinda umum umum
Selalu Ada Jawaban Selama mengikuti ahlak Rasulullah,Muhbib Abdul Wahab,297.51,Penyiangan 2025-2,agama,umum,agama umum,selalu ada jawaban selama mengikuti ahlak rasulullah muhbib abdul wahab agama umum
Paket Menu Sehari-Hari,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,paket menu seharihari yuni pradata teknologi umum
Boneka Pom-Pom,Stephani,745.5,Penyiangan 2025-2,umum,umum,umum umum,boneka pompom stephani umum umum
Ide Kreatif Memanfaatkan Benda di Sekitar Kita,Irma Nurul Fatimah,745.5,Penyiangan 2025-2,umum,umum,umum umum,ide kreatif memanfaatkan benda di sekitar kita irma nurul fatimah umum umum
Agar Anak Kreatif Seperti Thomas Alva Edison,Winkanda S.,371.36,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,agar anak kreatif seperti thomas alva edison winkanda s sosial politik anak
Sulam 16 Kreasi Hiasan Dinding,Ika Damayanti,746.5,Penyiangan 2025-2,umum,umum,umum umum,sulam  kreasi hiasan dinding ika damayanti umum umum
Aneka Kreasi Kerudung Cantik : Gaya dasar memakai kerudung segi empat & selendang,Kurniati R.,646.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,aneka kreasi kerudung cantik  gaya dasar memakai kerudung segi empat  selendang kurniati r teknologi anak
Sarung Bantal Cantik Berbahan Belacu & Flanel,Nuraisah Hasibuan,745.5,Penyiangan 2025-2,umum,umum,umum umum,sarung bantal cantik berbahan belacu  flanel nuraisah hasibuan umum umum
"Kudapan Enak dari Singkong, Ubi, Kentang, dan Talas",Tim Dapur DeMedia,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,kudapan enak dari singkong ubi kentang dan talas tim dapur demedia teknologi umum
Meraup Untung Besar dari Budi Daya Nila,Dwi Ermawati Fatimah,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,meraup untung besar dari budi daya nila dwi ermawati fatimah teknologi umum
Beternak Puyuh,Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak puyuh slamet wuryadi teknologi umum
Budi Daya Jamur Merang : 2 Kali Panen setiap Hari,Wanda Saputra,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur merang   kali panen setiap hari wanda saputra teknologi umum
Ikut Kata Nabi : Kalo bisa sekarang ngapain nunggu nanti?,S. Yuwanto,FIK,Penyiangan 2025-2,umum,umum,umum umum,ikut kata nabi  kalo bisa sekarang ngapain nunggu nanti s yuwanto umum umum
Bebas Hipertensi Tanpa Obat,Lanny Lingga,616.13,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas hipertensi tanpa obat lanny lingga teknologi umum
Kreasi Daur Ulang Kardus Bekas,Indah Merlinda,745.5,Penyiangan 2025-2,umum,umum,umum umum,kreasi daur ulang kardus bekas indah merlinda umum umum
Karena Hidup (Tak Selalu) Indah : Kunci Cerdas Menyikapi 1001 Masalah dengan Bahagia dan Percaya Diri,Moch. Syarif Hidayatullah,297.51,Penyiangan 2025-2,agama,umum,agama umum,karena hidup tak selalu indah  kunci cerdas menyikapi  masalah dengan bahagia dan percaya diri moch syarif hidayatullah agama umum
Paket Menu Sehari-Hari,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,paket menu seharihari yuni pradata teknologi umum
Boneka Pom-Pom,Stephani,745.5,Penyiangan 2025-2,umum,umum,umum umum,boneka pompom stephani umum umum
Ide Kreatif Memanfaatkan Benda di Sekitar Kita,Irma Nurul Fatimah,745.5,Penyiangan 2025-2,umum,umum,umum umum,ide kreatif memanfaatkan benda di sekitar kita irma nurul fatimah umum umum
Agar Anak Kreatif Seperti Thomas Alva Edison,Winkanda S.,371.36,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,agar anak kreatif seperti thomas alva edison winkanda s sosial politik anak
Sulam 16 Kreasi Hiasan Dinding,Ika Damayanti,746.5,Penyiangan 2025-2,umum,umum,umum umum,sulam  kreasi hiasan dinding ika damayanti umum umum
Aneka Kreasi Kerudung Cantik : Gaya dasar memakai kerudung segi empat & selendang,Kurniati R.,646.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,aneka kreasi kerudung cantik  gaya dasar memakai kerudung segi empat  selendang kurniati r teknologi anak
Sarung Bantal Cantik Berbahan Belacu & Flanel,Nuraisah Hasibuan,745.5,Penyiangan 2025-2,umum,umum,umum umum,sarung bantal cantik berbahan belacu  flanel nuraisah hasibuan umum umum
"Kudapan Enak dari Singkong, Ubi, Kentang, dan Talas",Tim Dapur DeMedia,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,kudapan enak dari singkong ubi kentang dan talas tim dapur demedia teknologi umum
Meraup Untung Besar dari Budi Daya Nila,Dwi Ermawati Fatimah,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,meraup untung besar dari budi daya nila dwi ermawati fatimah teknologi umum
Beternak Puyuh,Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak puyuh slamet wuryadi teknologi umum
Budi Daya Jamur Merang : 2 Kali Panen setiap Hari,Wanda Saputra,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur merang   kali panen setiap hari wanda saputra teknologi umum
Ikut Kata Nabi : Kalo bisa sekarang ngapain nunggu nanti?,S. Yuwanto,FIK,Penyiangan 2025-2,umum,umum,umum umum,ikut kata nabi  kalo bisa sekarang ngapain nunggu nanti s yuwanto umum umum
Bebas Hipertensi Tanpa Obat,Lanny Lingga,616.13,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas hipertensi tanpa obat lanny lingga teknologi umum
Kreasi Daur Ulang Kardus Bekas,Indah Merlinda,745.5,Penyiangan 2025-2,umum,umum,umum umum,kreasi daur ulang kardus bekas indah merlinda umum umum
Karena Hidup (Tak Selalu) Indah : Kunci Cerdas Menyikapi 1001 Masalah dengan Bahagia dan Percaya Diri,Moch. Syarif Hidayatullah,297.51,Penyiangan 2025-2,agama,umum,agama umum,karena hidup tak selalu indah  kunci cerdas menyikapi  masalah dengan bahagia dan percaya diri moch syarif hidayatullah agama umum
Paket Menu Sehari-Hari,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,paket menu seharihari yuni pradata teknologi umum
Boneka Pom-Pom,Stephani,745.5,Penyiangan 2025-2,umum,umum,umum umum,boneka pompom stephani umum umum
Ide Kreatif Memanfaatkan Benda di Sekitar Kita,Irma Nurul Fatimah,745.5,Penyiangan 2025-2,umum,umum,umum umum,ide kreatif memanfaatkan benda di sekitar kita irma nurul fatimah umum umum
Agar Anak Kreatif Seperti Thomas Alva Edison,Winkanda S.,371.36,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,agar anak kreatif seperti thomas alva edison winkanda s sosial politik anak
Sulam 16 Kreasi Hiasan Dinding,Ika Damayanti,746.5,Penyiangan 2025-2,umum,umum,umum umum,sulam  kreasi hiasan dinding ika damayanti umum umum
Aneka Kreasi Kerudung Cantik : Gaya dasar memakai kerudung segi empat & selendang,Kurniati R.,646.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,aneka kreasi kerudung cantik  gaya dasar memakai kerudung segi empat  selendang kurniati r teknologi anak
Why? The Brain Otak,"Nam, Choon-Ja",611.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,why the brain otak nam choonja teknologi umum
Membuat Aneka Boneka Profesi,Stephani,745.5,Penyiangan 2025-2,umum,umum,umum umum,membuat aneka boneka profesi stephani umum umum
"Why? Human Being, Mengenal Manusia","Lee, Kwang-Woong",576.8,Penyiangan 2025-2,sains,umum,sains umum,why human being mengenal manusia lee kwangwoong sains umum
Meraup Untung Besar dari Budi Daya Nila,Dwi Ermawati Fatimah,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,meraup untung besar dari budi daya nila dwi ermawati fatimah teknologi umum
Beternak Puyuh,Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak puyuh slamet wuryadi teknologi umum
Budi Daya Jamur Merang : 2 Kali Panen setiap Hari,Wanda Saputra,635.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya jamur merang   kali panen setiap hari wanda saputra teknologi umum
Ikut Kata Nabi : Kalo bisa sekarang ngapain nunggu nanti?,S. Yuwanto,FIK,Penyiangan 2025-2,umum,umum,umum umum,ikut kata nabi  kalo bisa sekarang ngapain nunggu nanti s yuwanto umum umum
Bebas Hipertensi Tanpa Obat,Lanny Lingga,616.13,Penyiangan 2025-2,teknologi,umum,teknologi umum,bebas hipertensi tanpa obat lanny lingga teknologi umum
Kreasi Daur Ulang Kardus Bekas,Indah Merlinda,745.5,Penyiangan 2025-2,umum,umum,umum umum,kreasi daur ulang kardus bekas indah merlinda umum umum
Selalu Ada Jawaban Selama mengikuti ahlak Rasulullah,Muhbib Abdul Wahab,297.51,Penyiangan 2025-2,agama,umum,agama umum,selalu ada jawaban selama mengikuti ahlak rasulullah muhbib abdul wahab agama umum
Snack Sehat untuk Anak,Dwi Nurmala,641.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,snack sehat untuk anak dwi nurmala teknologi anak
Gampang & Pasti Langsing,Lanny Lingga,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,gampang  pasti langsing lanny lingga teknologi umum
Snack Sehat untuk Anak,Dwi Nurmala,641.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,snack sehat untuk anak dwi nurmala teknologi anak
Gampang & Pasti Langsing,Lanny Lingga,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,gampang  pasti langsing lanny lingga teknologi umum
Snack Sehat untuk Anak,Dwi Nurmala,641.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,snack sehat untuk anak dwi nurmala teknologi anak
Gampang & Pasti Langsing,Lanny Lingga,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,gampang  pasti langsing lanny lingga teknologi umum
Snack Sehat untuk Anak,Dwi Nurmala,641.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,snack sehat untuk anak dwi nurmala teknologi anak
Gampang & Pasti Langsing,Lanny Lingga,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,gampang  pasti langsing lanny lingga teknologi umum
Meningkatkan Bobot Sapi Potong dengan Pakan Racikan Sendiri,Erick Erlangga,636.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,meningkatkan bobot sapi potong dengan pakan racikan sendiri erick erlangga teknologi umum
